Date,District,Ward,Types of houses,House ownership certificate,Number of floors,Number of bedrooms,Total rooms,Area (m2),Length (m),Width (m),Price (million)/ m2,Total price (million)
08/04/2020,Nam Tu Liem,Cau Dien,Terraced house,Yes,5,4,10,113,12.15,9.30,247.79,27999.931
08/04/2020,Bac Tu Liem,Co Nhue 1,Alley house,Yes,5,4,8,40,11.43,3.50,70,2800
08/04/2020,Bac Tu Liem,Co Nhue 1,Townhouse,Yes,5,3,9,45,9.00,5.00,64.44,2899.8
08/04/2020,Ba Dinh,Cong Vi,Alley house,No,5,3,7,25,6.25,4.00,96,2400
08/04/2020,Ba Dinh,Cong Vi,Alley house,Yes,8,7,12,55,11.00,5.00,309.09,16999.95
08/04/2020,Cau Giay,Dich Vong Hau,Alley house,No,4,5,10,45,9.00,5.00,111.11,4999.95
08/04/2020,Long Bien,Duc Giang,Townhouse,Yes,3,4,8,196,29.70,6.60,80.61,15799.56
08/04/2020,Long Bien,Gia Thuy,Townhouse,Yes,2,3,7,70,11.20,6.25,102.86,7200.2
08/04/2020,Ha Dong,Ha Cau,Alley house,Yes,4,3,7,33,9.43,3.50,65.15,2149.95
08/04/2020,Ha Dong,Ha Cau,Alley house,Yes,4,4,8,45,9.00,5.00,62.22,2799.9
08/04/2020,Ha Dong,Ha Cau,Townhouse,Yes,5,4,10,50,8.03,6.23,92,4600
08/04/2020,Hoang Mai,Hoang Liet,Townhouse,Yes,5,4,10,44,8.15,5.40,89.77,3949.88
08/04/2020,Hoang Mai,Hoang Van Thu,Alley house,Yes,4,3,7,20,4.65,4.30,97.5,1950
08/04/2020,Hoang Mai,Hoang Van Thu,Townhouse,Yes,3,3,7,21,5.25,4.00,100,2100
08/04/2020,Hoang Mai,Hoang Van Thu,Alley house,Yes,5,3,7,25,6.76,3.70,96,2400
08/04/2020,Hoang Mai,Hoang Van Thu,Alley house,Yes,4,3,7,27,9.00,3.00,72.22,1949.94
08/04/2020,Hoang Mai,Hoang Van Thu,Alley house,Yes,4,3,7,28,9.33,3.00,70,1960
08/04/2020,Hoang Mai,Hoang Van Thu,Townhouse,Yes,5,3,9,30,10.00,3.00,118.33,3549.9
08/04/2020,Hoang Mai,Hoang Van Thu,Alley house,Yes,5,3,7,32,9.14,3.50,89.06,2849.92
08/04/2020,Hoang Mai,Hoang Van Thu,Alley house,Yes,5,3,7,36,11.61,3.10,76.39,2750.04
08/04/2020,Hoang Mai,Hoang Van Thu,Townhouse,Yes,5,9,15,77,11.85,6.50,2.08,160.16
08/04/2020,Dong Da,Kham Thien,Alley house,Yes,3,2,6,58,8.92,6.50,5.52,320.16
08/04/2020,Thanh Xuan,Khuong Trung,Alley house,No,4,4,8,38,10.86,3.50,68.42,2599.96
08/04/2020,Ha Dong,Kien Hung,Villa,Yes,3,5,12,200,25.00,8.00,47.25,9450
08/04/2020,Dong Da,Kim Lien,Alley house,No,3,3,7,28,9.33,3.00,100,2800
08/04/2020,Ba Dinh,Kim Ma,Alley house,Yes,3,2,6,30,10.00,3.00,60,1800
08/04/2020,Ba Dinh,Kim Ma,Alley house,Yes,4,4,8,32,9.14,3.50,84.38,2700.16
08/04/2020,Ha Dong,La Khe,Alley house,Yes,5,3,7,34,9.71,3.50,63.24,2150.16
08/04/2020,Ha Dong,La Khe,Alley house,Yes,4,3,7,36,10.29,3.50,59.72,2149.92
08/04/2020,Ha Dong,La Khe,Alley house,Yes,3,2,6,37,11.21,3.30,53.51,1979.87
08/04/2020,Ha Dong,La Khe,Townhouse,Yes,5,5,11,90,12.00,7.50,108.89,9800.1
08/04/2020,Dong Da,Lang Ha,Alley house,Yes,5,3,7,35,10.14,3.45,114.29,4000.15
08/04/2020,Dong Da,Lang Ha,Townhouse,Yes,5,4,10,42,8.17,5.14,361.9,15199.8
08/04/2020,Dong Da,Lang Ha,Alley house,Yes,5,4,8,54,10.80,5.00,200,10800
08/04/2020,Dong Da,Lang Thuong,Alley house,Yes,5,4,8,44,8.80,5.00,163.64,7200.16
08/04/2020,Ba Dinh,Lieu Giai,Alley house,Yes,5,6,11,47,9.40,5.00,101.06,4749.82
08/04/2020,Long Bien,Long Bien,Alley house,Yes,5,5,10,40,11.94,3.35,68.75,2750
08/04/2020,Cau Giay,Mai Dich,Alley house,Yes,5,4,8,34,9.71,3.50,120.59,4100.06
08/04/2020,Hoang Mai,Mai Dong,Alley house,Yes,5,4,8,31,8.86,3.50,88.71,2750.01
08/04/2020,Hoang Mai,Mai Dong,Alley house,Yes,4,4,8,34,9.71,3.50,120.59,4100.06
08/04/2020,Nam Tu Liem,My Dinh 2,Townhouse,Yes,5,5,11,51,10.20,5.00,76.47,3899.97
08/04/2020,Dong Da,Nam Dong,Alley house,Yes,5,4,8,31,8.66,3.58,112.9,3499.9
08/04/2020,Dong Da,Nga Tu So,Alley house,Yes,5,4,8,41,8.20,5.00,207.32,8500.12
08/04/2020,Dong Da,Nga Tu So,Townhouse,Yes,4,4,9,60,8.82,6.80,310,18600
08/04/2020,Cau Giay,Nghia Do,Alley house,No,5,5,10,45,8.57,5.25,95.56,4300.2
08/04/2020,Cau Giay,Nghia Tan,Townhouse,Yes,5,4,10,40,11.24,3.56,187.5,7500
08/04/2020,Ba Dinh,Ngoc Ha,Alley house,No,5,5,10,33,8.85,3.73,136.36,4499.88
08/04/2020,Long Bien,Ngoc Thuy,Alley house,No,5,4,8,37,10.57,3.50,78.38,2900.06
08/04/2020,Thanh Xuan,Nhan Chinh,Alley house,Yes,5,4,8,36,10.29,3.50,80.56,2900.16
08/04/2020,Thanh Xuan,Nhan Chinh,Alley house,No,4,3,7,46,9.20,5.00,81.52,3749.92
08/04/2020,Dong Da,O Cho Dua,Alley house,Yes,4,2,6,30,10.00,3.00,86.67,2600.1
08/04/2020,Dong Da,O Cho Dua,Alley house,Yes,4,4,8,30,10.00,3.00,50,1500
08/04/2020,Dong Da,O Cho Dua,Townhouse,Yes,6,6,13,60,9.23,6.50,483.33,28999.8
08/04/2020,Bac Tu Liem,Phu Dien,Alley house,Yes,4,4,8,36,10.29,3.50,65.28,2350.08
08/04/2020,Nam Tu Liem,Phu Do,Townhouse,Yes,5,4,10,54,10.80,5.00,101.85,5499.9
08/04/2020,Ha Dong,Phu La,Townhouse,Yes,5,4,10,40,11.43,3.50,50,2000
08/04/2020,Ha Dong,Phu La,Alley house,Yes,5,4,8,50,10.00,5.00,108,5400
08/04/2020,Ha Dong,Phu La,Terraced house,Yes,5,6,13,83,11.07,7.50,104.43,8667.69
08/04/2020,Bac Tu Liem,Phuc Dien,Alley house,Yes,4,5,10,42,8.40,5.00,67.86,2850.12
08/04/2020,Nam Tu Liem,Phuong Canh,Alley house,Yes,5,3,7,32,9.14,3.50,51.56,1649.92
08/04/2020,Nam Tu Liem,Phuong Canh,Alley house,Yes,2,2,6,34,9.71,3.50,45.82,1557.88
08/04/2020,Thanh Xuan,Phuong Liet,Alley house,Yes,5,5,10,48,9.60,5.00,114.58,5499.84
08/04/2020,Cau Giay,Quan Hoa,Alley house,Yes,5,4,8,45,9.00,5.00,102.22,4599.9
08/04/2020,Dong Da,Quoc Tu Giam,Alley house,No,2,3,7,31,8.86,3.50,74.19,2299.89
08/04/2020,Dong Da,Quoc Tu Giam,Townhouse,Yes,5,8,14,75,11.54,6.50,393.33,29499.75
08/04/2020,Hai Ba Trung,Quynh Mai,Alley house,Yes,5,4,8,40,11.14,3.59,162.25,6490
08/04/2020,Thanh Tri,Ta Thanh Oai,Alley house,Yes,3,2,6,42,7.50,5.60,29.76,1249.92
08/04/2020,Thanh Tri,Tam Hiep,Alley house,Yes,3,3,7,36,10.29,3.50,55.22,1987.92
08/04/2020,Thanh Tri,Tam Hiep,Alley house,Yes,4,4,8,43,8.22,5.23,50,2150
08/04/2020,Hoang Mai,Tan Mai,Alley house,Yes,4,3,7,48,6.93,6.93,68.75,3300
08/04/2020,Hoang Mai,Tan Mai,Townhouse,Yes,5,6,12,60,9.23,6.50,125,7500
08/04/2020,Nam Tu Liem,Tay Mo,Alley house,Yes,4,3,7,32,8.89,3.60,60.94,1950.08
08/04/2020,Long Bien,Thach Ban,Alley house,Yes,5,5,10,45,9.00,5.00,91.11,4099.95
08/04/2020,Hai Ba Trung,Thanh Luong,Alley house,Yes,4,3,7,35,10.06,3.48,68.57,2399.95
08/04/2020,Thanh Xuan,Thuong Dinh,Alley house,Yes,5,4,8,62,9.54,6.50,125.81,7800.22
08/04/2020,Dong Da,Trung Tu,Alley house,Yes,5,5,10,120,13.33,9.00,125,15000
08/04/2020,Nam Tu Liem,Trung Van,Alley house,Yes,1,1,5,45,7.76,5.80,71.11,3199.95
08/04/2020,Hoang Mai,Tuong Mai,Alley house,Yes,5,4,8,45,9.00,5.00,64.44,2899.8
08/04/2020,Hoang Mai,Tuong Mai,Alley house,Yes,4,4,8,48,9.60,5.00,62.5,3000
08/04/2020,Hoang Mai,Tuong Mai,Townhouse,Yes,5,3,9,55,11.00,5.00,51.82,2850.1
08/04/2020,Hoang Mai,Tuong Mai,Alley house,No,3,2,6,65,10.00,6.50,52.31,3400.15
08/04/2020,Ha Dong,Van Phuc,Alley house,Yes,5,4,8,30,10.00,3.00,82.67,2480.1
08/04/2020,Ha Dong,Van Phuc,Alley house,No,5,3,7,35,10.00,3.50,71.43,2500.05
08/04/2020,Ha Dong,Van Quan,Townhouse,Yes,2,2,5,45,9.00,5.00,122.22,5499.9
08/04/2020,Ha Dong,Van Quan,Alley house,No,4,4,8,60,9.23,6.50,83.33,4999.8
08/04/2020,Ha Dong,Van Quan,Alley house,Yes,5,6,11,65,10.00,6.50,75.38,4899.7
08/04/2020,Ha Dong,Van Quan,Townhouse,Yes,4,4,9,68,10.71,6.35,76.47,5199.96
08/04/2020,Hoang Mai,Vinh Hung,Alley house,Yes,2,2,6,30,8.33,3.60,28.33,849.9
08/04/2020,Ba Dinh,Vinh Phuc,Alley house,Yes,4,2,6,35,9.54,3.67,80.86,2830.1
08/04/2020,Bac Tu Liem,Xuan Dinh,Alley house,Yes,2,3,7,81,11.25,7.20,39.51,3200.31
08/05/2020,Long Bien,Bo De,Alley house,No,5,4,8,52,10.40,5.00,93.27,4850.04
08/05/2020,Bac Tu Liem,Co Nhue 1,Alley house,Yes,2,2,6,57,8.77,6.50,83.33,4749.81
08/05/2020,Cau Giay,Dich Vong,Alley house,Yes,4,4,8,42,7.45,5.64,88.1,3700.2
08/05/2020,Hoang Mai,Dinh Cong,Alley house,Yes,5,4,8,30,10.00,3.00,83.33,2499.9
08/05/2020,Hai Ba Trung,Dong Mac,Townhouse,Yes,6,5,12,32,9.14,3.50,184.38,5900.16
08/05/2020,Ha Dong,Van Quan,Alley house,Yes,4,3,7,41,7.88,5.20,64.63,2649.83
08/05/2020,Cau Giay,Yen Hoa,Alley house,Yes,4,3,7,43,8.60,5.00,86.05,3700.15
