Date,District,Ward,Types of houses,House ownership certificate,Number of floors,Number of bedrooms,Total rooms,Area (m2),Length (m),Width (m),Price (million)/ m2,Total price (million)
07/29/2020,8,Van Phuc,1,Yes,4,4,8,36.0,10.03,3.59,75.0,2700.0
07/29/2020,8,Van Quan,1,Yes,5,3,7,35.0,10.0,3.5,64.29,2250.15
07/29/2020,8,Van Quan,3,Yes,5,4,11,96.0,12.8,7.5,109.38,10500.48
07/29/2020,6,Yen Hoa,1,Yes,4,3,7,34.0,9.19,3.7,98.53,3350.02
07/29/2020,6,Yen Hoa,1,Yes,5,4,8,44.0,8.8,5.0,261.36,11499.84
07/29/2020,8,Yen Nghia,1,Yes,4,5,10,32.0,9.14,3.5,53.13,1700.16
07/29/2020,14,Yen Phu,2,Yes,3,3,7,86.0,10.75,8.0,296.51,25499.86
07/30/2020,9,Bach Mai,2,Yes,5,4,10,51.0,10.2,5.0,58.82,2999.82
07/30/2020,12,Bo De,1,Yes,5,5,10,58.0,9.67,6.0,62.07,3600.06
07/30/2020,14,Buoi,1,Yes,6,4,8,40.0,12.01,3.33,101.25,4050.0
07/30/2020,11,Dinh Cong,1,Yes,4,2,6,43.0,8.6,5.0,41.86,1799.98
07/30/2020,11,Hoang Van Thu,1,Yes,5,4,8,28.0,9.33,3.0,85.71,2399.88
07/30/2020,11,Hoang Van Thu,2,Yes,4,4,9,56.0,8.62,6.5,89.29,5000.24
07/30/2020,11,Hoang Van Thu,1,No,5,5,10,60.0,9.23,6.5,65.83,3949.8
07/30/2020,11,Hoang Van Thu,1,Yes,5,6,11,65.0,10.0,6.5,60.77,3950.05
07/30/2020,7,Kham Thien,1,No,4,3,7,28.0,7.57,3.7,118.93,3330.04
07/30/2020,7,Kham Thien,1,Yes,5,4,8,34.0,9.71,3.5,86.76,2949.84
07/30/2020,15,Khuong Dinh,1,Yes,5,5,10,46.0,9.2,5.0,147.83,6800.18
07/30/2020,15,Khuong Trung,1,No,4,3,7,26.0,8.67,3.0,86.54,2250.04
07/30/2020,15,Khuong Trung,1,Yes,5,8,15,33.0,9.43,3.5,136.36,4499.88
07/30/2020,15,Khuong Trung,2,Yes,4,2,7,37.0,10.05,3.68,80.81,2989.97
07/30/2020,15,Kim Giang,1,Yes,5,4,8,36.0,10.29,3.5,102.78,3700.08
07/30/2020,8,La Khe,1,Yes,1,1,5,35.0,10.0,3.5,75.71,2649.85
07/30/2020,8,La Khe,1,No,4,3,7,40.0,11.43,3.5,86.25,3450.0
07/30/2020,11,Mai Dong,1,Yes,4,5,10,42.0,8.4,5.0,50.0,2100.0
07/30/2020,9,Minh Khai,1,Yes,4,2,6,30.0,10.0,3.0,55.0,1650.0
07/30/2020,8,Mo Lao,1,No,5,4,8,20.0,5.0,4.0,105.0,2100.0
07/30/2020,8,Mo Lao,1,No,4,2,6,28.0,9.33,3.0,76.79,2150.12
07/30/2020,13,My Dinh 1,4,Yes,4,7,15,140.0,14.0,10.0,175.0,24500.0
07/30/2020,7,O Cho Dua,1,Yes,5,3,7,30.0,10.0,3.0,153.33,4599.9
07/30/2020,7,Phuong Mai,1,Yes,4,4,8,36.0,10.29,3.5,94.44,3399.84
07/30/2020,9,Quynh Mai,2,Yes,4,4,9,36.0,10.29,3.5,205.56,7400.16
07/30/2020,11,Tan Mai,1,Yes,5,3,7,38.0,10.86,3.5,56.58,2150.04
07/30/2020,11,Thanh Tri,1,Yes,4,4,8,80.0,12.31,6.5,73.75,5900.0
07/30/2020,14,Thuy Khue,1,No,6,4,8,30.0,8.33,3.6,140.0,4200.0
07/30/2020,8,Van Phuc,1,No,3,2,6,23.0,5.75,4.0,76.09,1750.07
07/30/2020,8,Van Quan,3,Yes,4,6,14,112.0,12.44,9.0,104.29,11680.48
07/30/2020,4,Vinh Phuc,1,Yes,4,3,7,33.0,9.43,3.5,85.76,2830.08
07/30/2020,5,Xuan Dinh,1,Yes,5,3,7,30.0,9.62,3.12,98.33,2949.9
07/30/2020,5,Xuan Dinh,1,Yes,5,6,11,38.0,10.86,3.5,71.05,2699.9
07/30/2020,6,Yen Hoa,1,No,5,4,8,50.0,11.52,4.34,95.0,4750.0
07/31/2020,9,Bach Dang,1,Yes,3,4,8,50.0,10.0,5.0,55.0,2750.0
07/31/2020,9,Bach Mai,2,Yes,8,7,16,136.0,13.6,10.0,235.29,31999.44
07/31/2020,12,Bo De,1,No,5,3,7,40.0,11.43,3.5,86.25,3450.0
07/31/2020,4,Cong Vi,1,Yes,5,5,10,50.0,10.0,5.0,132.0,6600.0
07/31/2020,8,Duong Noi,2,Yes,4,3,8,38.0,11.31,3.36,59.74,2270.12
07/31/2020,7,Khuong Thuong,2,Yes,5,6,12,45.0,9.18,4.9,182.22,8199.9
07/31/2020,8,Kien Hung,1,Yes,5,4,8,33.0,9.43,3.5,60.61,2000.13
07/31/2020,4,Kim Ma,1,No,5,4,8,20.0,4.76,4.2,135.0,2700.0
07/31/2020,7,Lang Ha,1,Yes,5,4,8,35.0,8.86,3.95,122.86,4300.1
07/31/2020,9,Le Dai Hanh,2,Yes,5,4,10,35.0,10.0,3.5,125.71,4399.85
07/31/2020,11,Linh Nam,1,Yes,3,4,8,36.0,10.29,3.5,58.33,2099.88
07/31/2020,13,Me Tri,1,Yes,5,3,7,33.0,9.43,3.5,81.82,2700.06
07/31/2020,13,My Dinh 1,4,Yes,4,8,19,138.0,13.53,10.2,176.81,24399.78
07/31/2020,7,Nga Tu So,2,Yes,5,3,9,30.0,10.0,3.0,173.33,5199.9
07/31/2020,6,Nghia Do,1,Yes,6,4,8,35.0,10.39,3.37,85.71,2999.85
07/31/2020,12,Ngoc Thuy,1,Yes,4,4,8,31.7,9.06,3.5,75.81,2403.177
07/31/2020,7,O Cho Dua,2,No,4,4,9,22.0,5.5,4.0,222.73,4900.06
07/31/2020,7,O Cho Dua,1,Yes,5,3,7,32.0,9.14,3.5,104.69,3350.08
07/31/2020,7,O Cho Dua,2,Yes,4,3,8,45.0,9.0,5.0,488.89,22000.05
07/31/2020,8,Phu Lam,1,Yes,3,3,7,33.0,10.56,3.13,49.39,1629.87
07/31/2020,4,Phuc Xa,2,Yes,3,4,8,50.0,10.0,5.0,103.0,5150.0
07/31/2020,11,Tan Mai,1,No,5,4,8,30.0,10.0,3.0,100.0,3000.0
07/31/2020,7,Trung Tu,1,No,5,4,8,34.0,10.18,3.34,117.65,4000.1
07/31/2020,11,Tuong Mai,1,No,4,4,8,30.0,7.25,4.14,96.0,2880.0
07/31/2020,8,Van Quan,1,No,5,4,8,35.0,10.0,3.5,88.57,3099.95
07/31/2020,5,Xuan Dinh,1,Yes,5,3,7,30.0,10.0,3.0,96.67,2900.1
07/31/2020,14,Xuan La,1,Yes,4,4,8,50.0,10.0,5.0,100.0,5000.0
08/01/2020,9,Bach Khoa,1,Yes,3,4,8,50.0,10.0,5.0,62.0,3100.0
08/01/2020,9,Bach Mai,1,No,4,2,6,25.0,8.06,3.1,78.0,1950.0
08/01/2020,9,Bach Mai,2,Yes,5,6,12,70.0,10.77,6.5,107.14,7499.8
08/01/2020,14,Buoi,1,Yes,5,3,7,44.0,7.86,5.6,106.82,4700.08
08/01/2020,5,Co Nhue 1,2,Yes,2,2,5,45.0,9.0,5.0,60.0,2700.0
08/01/2020,5,Co Nhue 2,2,Yes,2,2,5,45.0,8.04,5.6,60.0,2700.0
08/01/2020,5,Co Nhue 2,1,Yes,4,4,8,50.0,8.33,6.0,59.0,2950.0
08/01/2020,4,Cong Vi,1,Yes,4,4,8,46.0,9.2,5.0,105.43,4849.78
08/01/2020,11,Dai Kim,1,Yes,5,3,7,30.0,10.0,3.0,103.33,3099.9
08/01/2020,11,Dai Kim,1,Yes,5,3,7,30.0,10.0,3.0,103.33,3099.9
08/01/2020,11,Dai Kim,1,Yes,6,3,7,35.0,10.0,3.5,70.0,2450.0
08/01/2020,11,Dai Kim,1,No,6,6,11,35.0,9.33,3.75,70.0,2450.0
08/01/2020,11,Dai Kim,1,No,5,4,8,35.0,10.0,3.5,68.57,2399.95
08/01/2020,6,Dich Vong Hau,1,Yes,4,4,8,40.0,11.43,3.5,82.5,3300.0
08/01/2020,6,Dich Vong Hau,1,Yes,5,4,8,40.0,12.16,3.29,93.75,3750.0
08/01/2020,11,Dinh Cong,1,Yes,2,2,6,32.3,9.23,3.5,71.88,2321.724
08/01/2020,11,Dinh Cong,1,Yes,5,4,8,35.0,10.0,3.5,57.14,1999.9
08/01/2020,11,Dinh Cong,1,Yes,4,4,8,52.0,10.4,5.0,70.19,3649.88
08/01/2020,12,Duc Giang,2,Yes,5,5,11,52.0,10.4,5.0,114.42,5949.84
08/01/2020,12,Duc Giang,4,Yes,5,5,13,58.0,8.92,6.5,102.59,5950.22
08/01/2020,11,Giap Bat,1,No,5,5,10,50.0,8.62,5.8,76.0,3800.0
08/01/2020,8,Ha Cau,2,Yes,5,3,9,35.0,10.0,3.5,75.71,2649.85
08/01/2020,10,Hang Bai,2,Yes,4,4,9,43.0,8.11,5.3,395.35,17000.05
08/01/2020,7,Hang Bot,1,Yes,4,3,7,33.0,9.43,3.5,69.7,2300.1
08/01/2020,7,Hang Bot,1,Yes,4,4,8,55.0,11.0,5.0,72.73,4000.15
08/01/2020,11,Hoang Liet,1,Yes,5,4,8,30.0,8.82,3.4,116.67,3500.1
08/01/2020,11,Hoang Liet,4,Yes,4,6,15,234.0,19.5,12.0,93.12,21790.08
08/01/2020,11,Hoang Van Thu,1,Yes,5,4,8,35.0,10.0,3.5,94.29,3300.15
08/01/2020,11,Hoang Van Thu,1,Yes,5,4,8,35.0,10.64,3.29,94.29,3300.15
08/01/2020,7,Kham Thien,2,Yes,3,3,7,70.0,10.77,6.5,94.29,6600.3
08/01/2020,15,Khuong Dinh,1,No,5,3,7,35.0,10.0,3.5,92.29,3230.15
08/01/2020,15,Khuong Mai,2,Yes,4,4,9,43.0,8.6,5.0,97.67,4199.81
08/01/2020,15,Khuong Mai,1,Yes,5,4,8,65.0,10.0,6.5,72.31,4700.15
08/01/2020,15,Khuong Trung,1,No,4,4,8,28.0,7.37,3.8,78.57,2199.96
08/01/2020,15,Khuong Trung,1,Yes,4,4,8,43.0,8.27,5.2,123.02,5289.86
08/01/2020,15,Khuong Trung,1,Yes,5,3,7,48.0,9.6,5.0,129.17,6200.16
08/01/2020,15,Khuong Trung,1,Yes,4,6,11,60.0,9.23,6.5,130.0,7800.0
08/01/2020,8,Kien Hung,2,Yes,5,5,11,35.0,9.19,3.81,114.29,4000.15
08/01/2020,2,Kim Chung,1,Yes,3,2,6,34.0,9.71,3.5,43.47,1477.98
08/01/2020,15,Kim Giang,1,Yes,6,3,7,31.0,7.93,3.91,79.03,2449.93
08/01/2020,15,Kim Giang,1,Yes,4,4,8,32.0,9.14,3.5,85.94,2750.08
08/01/2020,15,Kim Giang,1,No,6,4,8,35.0,10.0,3.5,67.71,2369.85
08/01/2020,7,Kim Lien,1,Yes,4,4,8,52.0,10.4,5.0,76.92,3999.84
08/01/2020,8,La Khe,1,Yes,4,3,7,30.0,9.09,3.3,86.67,2600.1
08/01/2020,8,La Khe,1,No,4,3,7,35.0,10.0,3.5,71.43,2500.05
08/01/2020,8,La Khe,3,Yes,5,4,8,55.0,11.0,5.0,99.09,5449.95
08/01/2020,7,Lang Ha,1,Yes,5,3,7,35.0,10.0,3.5,155.71,5449.85
08/01/2020,7,Lang Thuong,1,Yes,4,4,8,40.0,10.58,3.78,73.25,2930.0
08/01/2020,11,Linh Nam,1,No,5,4,8,33.0,9.43,3.5,72.73,2400.09
08/01/2020,11,Linh Nam,1,Yes,5,3,7,34.0,10.0,3.4,61.76,2099.84
08/01/2020,11,Linh Nam,1,No,6,9,16,50.0,10.0,5.0,94.0,4700.0
08/01/2020,12,Long Bien,1,Yes,5,4,8,40.0,11.43,3.5,65.0,2600.0
08/01/2020,12,Long Bien,1,Yes,4,6,11,55.0,11.0,5.0,98.18,5399.9
08/01/2020,6,Mai Dich,1,Yes,5,4,8,61.0,9.38,6.5,68.85,4199.85
08/01/2020,11,Mai Dong,1,No,4,4,8,32.0,9.14,3.5,71.88,2300.16
08/01/2020,13,My Dinh 1,2,Yes,5,4,10,54.0,11.25,4.8,87.04,4700.16
08/01/2020,13,My Dinh 2,1,Yes,5,5,10,40.0,11.43,3.5,85.0,3400.0
08/01/2020,7,Nam Dong,1,Yes,5,4,8,35.0,9.07,3.86,95.71,3349.85
08/01/2020,6,Nghia Do,1,Yes,5,3,7,30.0,10.34,2.9,106.67,3200.1
08/01/2020,12,Ngoc Thuy,1,No,5,4,8,42.6,8.52,5.0,69.05,2941.53
08/01/2020,8,Nguyen Trai,2,Yes,4,4,9,100.0,13.33,7.5,145.0,14500.0
08/01/2020,7,O Cho Dua,2,Yes,5,4,10,60.0,9.23,6.5,448.33,26899.8
08/01/2020,8,Phu Lam,1,Yes,4,3,7,31.0,8.86,3.5,48.39,1500.09
08/01/2020,14,Phu Thuong,1,Yes,5,6,11,40.0,12.01,3.33,71.25,2850.0
08/01/2020,5,Phuc Dien,1,Yes,4,4,8,37.0,10.57,3.5,75.68,2800.16
08/01/2020,12,Phuc Loi,1,Yes,4,2,6,30.0,9.38,3.2,60.67,1820.1
08/01/2020,7,Phuong Mai,2,Yes,8,5,14,46.0,9.2,5.0,234.78,10799.88
08/01/2020,8,Quang Trung,1,Yes,5,4,8,52.0,11.3,4.6,64.42,3349.84
08/01/2020,9,Quynh Loi,2,Yes,4,4,9,45.0,8.59,5.24,66.67,3000.15
08/01/2020,11,Tan Mai,1,No,5,4,8,32.0,9.12,3.51,89.06,2849.92
08/01/2020,12,Thach Ban,1,Yes,5,3,7,30.0,10.0,3.0,76.67,2300.1
08/01/2020,12,Thach Ban,2,Yes,5,4,10,38.0,10.83,3.51,105.26,3999.88
08/01/2020,12,Thach Ban,1,Yes,5,4,8,40.0,11.43,3.5,85.5,3420.0
08/01/2020,3,Thanh Liet,1,No,4,4,8,39.0,11.11,3.51,74.62,2910.18
08/01/2020,9,Thanh Luong,1,Yes,5,4,8,36.0,12.0,3.0,97.22,3499.92
08/01/2020,15,Thanh Xuan Nam,2,Yes,4,5,10,44.0,8.8,5.0,81.82,3600.08
08/01/2020,11,Thinh Liet,1,Yes,5,3,7,30.0,10.0,3.0,88.33,2649.9
08/01/2020,11,Thinh Liet,1,Yes,5,6,11,37.0,11.11,3.33,97.3,3600.1
08/01/2020,11,Thinh Liet,1,Yes,4,4,8,42.0,8.4,5.0,67.86,2850.12
08/01/2020,11,Thinh Liet,1,Yes,5,4,8,43.0,8.6,5.0,93.02,3999.86
08/01/2020,7,Thinh Quang,2,No,5,4,10,28.0,9.33,3.0,189.29,5300.12
08/01/2020,12,Thuong Thanh,2,Yes,5,6,12,45.0,9.0,5.0,60.0,2700.0
08/01/2020,14,Thuy Khue,2,Yes,6,8,15,38.0,10.86,3.5,128.95,4900.1
08/01/2020,6,Trung Hoa,2,Yes,4,4,9,42.0,8.4,5.0,273.81,11500.02
08/01/2020,6,Trung Hoa,2,Yes,4,4,9,42.0,8.35,5.03,273.81,11500.02
08/01/2020,7,Trung Liet,1,Yes,5,4,8,42.0,7.71,5.45,133.33,5599.86
08/01/2020,13,Trung Van,2,Yes,4,4,9,58.0,8.92,6.5,115.52,6700.16
08/01/2020,9,Truong Dinh,1,Yes,5,5,10,50.0,12.5,4.0,84.0,4200.0
08/01/2020,2,Van Canh,1,No,4,3,7,34.0,9.71,3.5,54.41,1849.94
08/01/2020,7,Van Chuong,1,Yes,4,4,8,36.0,10.29,3.5,63.89,2300.04
08/01/2020,7,Van Chuong,1,Yes,5,4,8,50.0,10.0,5.0,170.0,8500.0
08/01/2020,8,Van Phuc,1,No,5,3,7,33.0,9.43,3.5,66.67,2200.11
08/01/2020,8,Van Quan,1,Yes,4,3,7,35.0,10.51,3.33,71.43,2500.05
08/01/2020,8,Van Quan,2,Yes,5,4,10,37.0,10.57,3.5,116.22,4300.14
08/01/2020,8,Van Quan,1,No,4,3,7,38.0,10.86,3.5,70.0,2660.0
08/01/2020,8,Van Quan,3,Yes,5,6,12,90.0,11.69,7.7,95.56,8600.4
08/01/2020,5,Xuan Dinh,1,Yes,5,3,7,35.0,9.8,3.57,74.29,2600.15
08/01/2020,14,Xuan La,1,Yes,5,3,7,30.0,10.0,3.0,110.0,3300.0
08/01/2020,14,Xuan La,1,Yes,5,7,12,45.0,9.0,5.0,84.44,3799.8
08/01/2020,14,Xuan La,1,Yes,5,6,11,72.0,11.08,6.5,111.11,7999.92
08/01/2020,6,Yen Hoa,1,No,4,4,8,98.0,12.89,7.6,77.55,7599.9
08/01/2020,14,Yen Phu,2,Yes,6,4,11,51.0,10.2,5.0,245.1,12500.1
08/01/2020,11,Yen So,1,Yes,5,6,11,50.0,8.93,5.6,72.0,3600.0
08/02/2020,9,Bach Khoa,2,No,3,2,6,24.0,6.0,4.0,74.58,1789.92
08/02/2020,7,Cat Linh,1,No,5,9,16,39.0,11.14,3.5,110.26,4300.14
08/02/2020,13,Dai Mo,1,Yes,4,4,8,39.0,11.14,3.5,69.23,2699.97
08/02/2020,1,Dong Du,1,Yes,3,2,6,30.0,10.0,3.0,50.27,1508.1
08/02/2020,12,Duc Giang,2,Yes,3,4,8,100.0,13.33,7.5,148.0,14800.0
08/02/2020,12,Gia Thuy,1,Yes,1,1,5,40.0,12.01,3.33,58.75,2350.0
08/02/2020,10,Hang Bai,2,Yes,5,4,10,56.0,8.62,6.5,240.18,13450.08
08/02/2020,15,Khuong Dinh,1,No,5,3,7,29.0,9.67,3.0,77.59,2249.994
08/02/2020,15,Khuong Mai,1,Yes,4,6,11,50.0,8.93,5.6,736.0,36800.0
08/02/2020,15,Khuong Trung,1,No,4,3,7,30.0,7.32,4.1,70.0,2100.0
08/02/2020,15,Khuong Trung,1,Yes,4,3,7,35.0,10.94,3.2,111.43,3900.05
08/02/2020,15,Khuong Trung,2,Yes,5,4,10,68.0,10.46,6.5,101.47,6899.96
08/02/2020,8,Kien Hung,1,Yes,5,6,11,40.0,11.43,3.5,65.0,2600.0
08/02/2020,12,Long Bien,1,Yes,4,3,7,38.0,10.86,3.5,67.11,2550.18
08/02/2020,6,Mai Dich,1,Yes,5,6,11,75.0,12.0,6.25,120.0,9000.0
08/02/2020,9,Minh Khai,1,No,4,3,7,20.0,5.0,4.0,91.5,1830.0
08/02/2020,9,Minh Khai,1,Yes,2,3,7,40.0,11.43,3.5,44.13,1765.2
08/02/2020,13,My Dinh 1,2,Yes,5,3,9,32.0,8.89,3.6,110.94,3550.08
08/02/2020,13,My Dinh 1,1,Yes,4,4,8,40.0,11.43,3.5,74.75,2990.0
08/02/2020,13,My Dinh 2,1,Yes,4,4,8,46.0,9.2,5.0,90.22,4150.12
08/02/2020,7,Nga Tu So,2,No,4,3,8,26.0,8.67,3.0,126.92,3299.92
08/02/2020,6,Nghia Do,1,Yes,5,3,7,30.0,7.94,3.78,110.0,3300.0
08/02/2020,6,Nghia Do,1,No,5,6,11,70.0,10.0,7.0,128.57,8999.9
08/02/2020,4,Ngoc Khanh,1,Yes,4,4,8,40.0,11.43,3.5,96.25,3850.0
08/02/2020,14,Phu Thuong,1,Yes,5,6,11,51.0,8.5,6.0,107.65,5490.15
08/02/2020,5,Phuc Dien,2,Yes,3,4,8,40.0,11.43,3.5,87.5,3500.0
08/02/2020,10,Phuc Tan,1,No,3,2,6,20.0,5.0,4.0,52.5,1050.0
08/02/2020,13,Phuong Canh,1,Yes,4,3,7,30.0,10.0,3.0,81.67,2450.1
08/02/2020,14,Quang An,2,Yes,3,5,9,50.0,10.0,5.0,148.0,7400.0
08/02/2020,7,Quang Trung,1,Yes,7,10,17,75.0,11.54,6.5,200.0,15000.0
08/02/2020,9,Thanh Nhan,1,Yes,3,3,7,72.0,11.08,6.5,94.44,6799.68
08/02/2020,15,Thanh Xuan Nam,2,Yes,10,8,19,65.0,10.0,6.5,315.38,20499.7
08/02/2020,15,Thuong Dinh,1,Yes,5,4,8,35.0,10.0,3.5,105.71,3699.85
08/02/2020,15,Thuong Dinh,1,Yes,4,4,8,36.0,10.29,3.5,93.06,3350.16
08/02/2020,5,Thuy Phuong,1,Yes,3,3,7,40.0,10.9,3.67,62.5,2500.0
08/02/2020,12,Viet Hung,1,Yes,5,4,8,60.0,9.23,6.5,99.17,5950.2
08/02/2020,4,Vinh Phuc,1,Yes,4,3,7,32.0,9.14,3.5,89.06,2849.92
08/02/2020,4,Vinh Phuc,1,No,5,3,7,33.0,9.43,3.5,71.21,2349.93
08/02/2020,8,Yen Nghia,1,No,4,2,6,72.0,10.0,7.2,21.04,1514.88
08/02/2020,14,Yen Phu,3,Yes,5,3,10,45.0,9.18,4.9,144.44,6499.8
08/02/2020,11,Yen So,1,No,4,3,7,47.0,9.4,5.0,56.38,2649.86
08/02/2020,8,Yet Kieu,2,Yes,3,3,7,30.0,7.87,3.81,103.33,3099.9
08/03/2020,9,Bach Khoa,1,Yes,5,4,8,33.0,9.43,3.5,87.88,2900.04
08/03/2020,7,Cat Linh,1,No,4,3,7,22.0,5.0,4.4,88.64,1950.08
08/03/2020,11,Dai Kim,1,No,4,4,8,50.0,10.0,5.0,60.0,3000.0
08/03/2020,13,Dai Mo,2,Yes,4,6,11,45.0,9.0,5.0,106.67,4800.15
08/03/2020,11,Dinh Cong,1,No,5,4,8,36.0,12.0,3.0,76.39,2750.04
08/03/2020,11,Dinh Cong,2,Yes,5,5,11,54.0,12.56,4.3,101.85,5499.9
08/03/2020,12,Giang Bien,1,Yes,2,2,6,54.0,10.8,5.0,42.59,2299.86
08/03/2020,15,Ha Dinh,1,No,5,3,7,40.0,11.59,3.45,96.25,3850.0
08/03/2020,7,Kham Thien,1,No,4,2,6,24.0,5.85,4.1,95.83,2299.92
08/03/2020,15,Khuong Trung,1,Yes,5,4,8,43.0,8.05,5.34,165.12,7100.16
08/03/2020,15,Khuong Trung,1,No,3,3,7,50.0,10.0,5.0,73.0,3650.0
08/03/2020,15,Kim Giang,1,No,5,5,10,38.0,10.67,3.56,92.11,3500.18
08/03/2020,15,Kim Giang,1,Yes,4,6,11,45.0,7.94,5.67,62.22,2799.9
08/03/2020,15,Kim Giang,1,Yes,4,4,8,60.0,9.68,6.2,63.33,3799.8
08/03/2020,7,Kim Lien,1,Yes,5,4,8,35.0,10.0,3.5,108.57,3799.95
08/03/2020,8,La Khe,1,Yes,4,3,7,36.0,10.88,3.31,66.67,2400.12
08/03/2020,8,La Khe,1,No,5,4,8,43.0,8.6,5.0,89.53,3849.79
08/03/2020,11,Linh Nam,1,Yes,3,2,6,27.0,8.71,3.1,72.96,1969.92
08/03/2020,6,Mai Dich,1,Yes,5,3,7,35.0,9.72,3.6,91.43,3200.05
08/03/2020,6,Mai Dich,2,Yes,7,8,16,55.0,11.0,5.0,236.36,12999.8
08/03/2020,9,Minh Khai,1,Yes,3,4,8,63.0,9.69,6.5,5.63,354.69
08/03/2020,8,Mo Lao,1,No,4,3,7,33.0,9.62,3.43,83.33,2749.89
08/03/2020,13,My Dinh 1,1,Yes,4,3,7,30.0,10.0,3.0,83.33,2499.9
08/03/2020,13,My Dinh 1,2,Yes,5,4,10,35.0,9.46,3.7,85.71,2999.85
08/03/2020,7,Nam Dong,4,Yes,4,4,11,100.0,13.54,7.38,162.0,16200.0
08/03/2020,6,Nghia Do,2,Yes,5,4,10,42.0,8.4,5.0,104.76,4399.92
08/03/2020,6,Nghia Do,1,Yes,5,6,11,45.0,9.0,5.0,111.11,4999.95
08/03/2020,15,Nhan Chinh,1,Yes,2,2,6,33.0,9.43,3.5,74.24,2449.92
08/03/2020,15,Nhan Chinh,1,Yes,5,5,10,35.0,9.54,3.67,85.71,2999.85
08/03/2020,15,Nhan Chinh,1,Yes,5,4,8,40.0,12.05,3.32,112.5,4500.0
08/03/2020,8,Phu La,3,Yes,4,6,12,91.0,11.38,8.0,69.01,6279.91
08/03/2020,15,Phuong Liet,1,Yes,5,4,8,50.0,10.0,5.0,124.0,6200.0
08/03/2020,14,Quang An,1,Yes,4,3,7,30.0,8.11,3.7,80.0,2400.0
08/03/2020,8,Quang Trung,1,Yes,5,3,7,33.0,9.43,3.5,66.67,2200.11
08/03/2020,9,Quynh Loi,1,Yes,4,4,8,35.0,8.86,3.95,85.71,2999.85
08/03/2020,3,Ta Thanh Oai,1,Yes,5,5,10,40.0,11.43,3.5,45.0,1800.0
08/03/2020,11,Tan Mai,1,Yes,4,2,6,28.0,9.33,3.0,85.36,2390.08
08/03/2020,11,Thanh Tri,1,Yes,5,3,7,32.0,9.14,3.5,67.19,2150.08
08/03/2020,7,Thinh Quang,1,Yes,4,3,7,40.0,11.43,3.5,95.0,3800.0
08/03/2020,7,Thinh Quang,1,Yes,5,6,11,54.0,10.8,5.0,87.04,4700.16
08/03/2020,15,Thuong Dinh,1,No,3,2,6,64.0,9.85,6.5,67.97,4350.08
08/03/2020,6,Trung Hoa,1,Yes,5,6,11,35.0,10.0,3.5,117.14,4099.9
08/03/2020,13,Trung Van,1,Yes,1,1,5,45.0,9.0,5.0,71.11,3199.95
08/03/2020,8,Van Quan,1,Yes,5,3,7,40.0,10.96,3.65,71.25,2850.0
08/03/2020,4,Vinh Phuc,1,Yes,5,3,7,39.0,10.4,3.75,76.92,2999.88
08/03/2020,4,Vinh Phuc,1,Yes,4,4,8,40.0,11.43,3.5,75.0,3000.0
08/03/2020,9,Vinh Tuy,1,No,3,4,8,68.0,10.46,6.5,100.0,6800.0
08/03/2020,14,Xuan La,1,Yes,5,3,7,30.0,10.0,3.0,158.33,4749.9
08/03/2020,8,Yet Kieu,2,Yes,9,9,19,52.0,10.4,5.0,125.0,6500.0
08/04/2020,9,Bach Khoa,1,Yes,3,3,7,45.0,9.0,5.0,51.11,2299.95
08/04/2020,9,Cau Den,1,Yes,5,4,8,45.0,9.0,5.0,128.89,5800.05
08/04/2020,13,Cau Dien,3,Yes,5,4,10,113.0,12.15,9.3,247.79,27999.931
08/04/2020,5,Co Nhue 1,1,Yes,5,4,8,40.0,11.43,3.5,70.0,2800.0
08/04/2020,5,Co Nhue 1,2,Yes,5,3,9,45.0,9.0,5.0,64.44,2899.8
08/04/2020,4,Cong Vi,1,No,5,3,7,25.0,6.25,4.0,96.0,2400.0
08/04/2020,4,Cong Vi,1,Yes,8,7,12,55.0,11.0,5.0,309.09,16999.95
08/04/2020,6,Dich Vong Hau,1,No,4,5,10,45.0,9.0,5.0,111.11,4999.95
08/04/2020,12,Duc Giang,2,Yes,3,4,8,196.0,29.7,6.6,80.61,15799.56
08/04/2020,12,Gia Thuy,2,Yes,2,3,7,70.0,11.2,6.25,102.86,7200.2
08/04/2020,8,Ha Cau,1,Yes,4,3,7,33.0,9.43,3.5,65.15,2149.95
08/04/2020,8,Ha Cau,1,Yes,4,4,8,45.0,9.0,5.0,62.22,2799.9
08/04/2020,8,Ha Cau,2,Yes,5,4,10,50.0,8.03,6.23,92.0,4600.0
08/04/2020,11,Hoang Liet,2,Yes,5,4,10,44.0,8.15,5.4,89.77,3949.88
08/04/2020,11,Hoang Van Thu,1,Yes,4,3,7,20.0,4.65,4.3,97.5,1950.0
08/04/2020,11,Hoang Van Thu,2,Yes,3,3,7,21.0,5.25,4.0,100.0,2100.0
08/04/2020,11,Hoang Van Thu,1,Yes,5,3,7,25.0,6.76,3.7,96.0,2400.0
08/04/2020,11,Hoang Van Thu,1,Yes,4,3,7,27.0,9.0,3.0,72.22,1949.94
08/04/2020,11,Hoang Van Thu,1,Yes,4,3,7,28.0,9.33,3.0,70.0,1960.0
08/04/2020,11,Hoang Van Thu,2,Yes,5,3,9,30.0,10.0,3.0,118.33,3549.9
08/04/2020,11,Hoang Van Thu,1,Yes,5,3,7,32.0,9.14,3.5,89.06,2849.92
