Ngày,Quận,Phường ,Loại hình,Tầng,Phòng ngủ,Diện tích,Giá/m2,Giá
07/02/2020,Quận Tây Hồ,Phường Nhật Tân,"Nhà mặt phố, mặt tiền",5,4.00,36.00 ,77.78 ,2800.08
07/02/2020,Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà mặt phố, mặt tiền",5,3.00,25.00 ,88.00 ,2200
07/02/2020,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",4,4.00,35.00 ,148.57 ,5199.95
07/02/2020,Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",4,4.00,45.00 ,87.78 ,3950.1
07/02/2020,Quận Tây Hồ,Phường Nhật Tân,"Nhà ngõ, hẻm",5,4.00,36.00 ,77.78 ,2800.08
07/02/2020,Quận Tây Hồ,Phường Tứ Liên,"Nhà ngõ, hẻm",4,4.00,67.00 ,73.13 ,4899.71
07/02/2020,Quận Tây Hồ,Phường Tứ Liên,"Nhà ngõ, hẻm",4,3.00,65.00 ,103.85 ,6750.25
07/02/2020,Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",4,4.00,61.00 ,54.92 ,3350.12
07/02/2020,Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",5,3.00,52.00 ,67.31 ,3500.12
07/02/2020,Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",5,5.00,38.00 ,198.68 ,7549.84
07/02/2020,Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",4,5.00,53.00 ,79.25 ,4200.25
07/02/2020,Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",4,4.00,48.00 ,114.58 ,5499.84
07/02/2020,Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",4,4.00,36.00 ,90.28 ,3250.08
07/02/2020,Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",3,3.00,36.00 ,69.44 ,2499.84
07/02/2020,Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",5,4.00,35.00 ,197.14 ,6899.9
07/02/2020,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",4,3.00,35.00 ,74.29 ,2600.15
07/02/2020,Quận Nam Từ Liêm,Phường Mễ Trì,"Nhà ngõ, hẻm",3,3.00,50.00 ,100.00 ,5000
07/02/2020,Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",3,3.00,52.00 ,64.42 ,3349.84
07/02/2020,Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,"Nhà ngõ, hẻm",5,3.00,30.00 ,983.33 ,29499.9
07/02/2020,Quận Ba Đình,Phường Thành Công,"Nhà ngõ, hẻm",4,4.00,45.00 ,131.11 ,5899.95
07/02/2020,Quận Thanh Xuân,Phường Khương Mai,Nhà phố liền kề,5,4.00,45.00 ,124.44 ,5599.8
07/02/2020,Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",5,3.00,45.00 ,102.22 ,4599.9
07/02/2020,Quận Hoàng Mai,Phường Thanh Trì,"Nhà mặt phố, mặt tiền",2,3.00,92.00 ,72.83 ,6700.36
07/02/2020,Quận Ba Đình,Phường Ngọc Khánh,"Nhà ngõ, hẻm",4,3.00,35.00 ,111.43 ,3900.05
07/02/2020,Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",6,2.00,20.00 ,70.00 ,1400
07/02/2020,Quận Hà Đông,Phường Phú Lãm,Nhà phố liền kề,5,5.00,35.00 ,68.57 ,2399.95
07/02/2020,Quận Thanh Xuân,Phường Khương Trung,"Nhà mặt phố, mặt tiền",4,4.00,48.00 ,143.75 ,6900
07/02/2020,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",3,6.00,180.00 ,49.44 ,8899.2
07/02/2020,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",6,7.00,46.00 ,122.83 ,5650.18
07/02/2020,Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",5,6.00,55.00 ,81.82 ,4500.1
07/02/2020,Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",4,4.00,37.00 ,86.49 ,3200.13
06/23/2020,Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",4,4.00,40.00 ,86.25 ,3450
06/23/2020,Quận Nam Từ Liêm,Phường Phú Đô,"Nhà ngõ, hẻm",1,2.00,55.00 ,14.91 ,820.05
06/23/2020,Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà ngõ, hẻm",5,4.00,40.00 ,90.00 ,3600
06/23/2020,Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà mặt phố, mặt tiền",1,1.00,50.00 ,80.00 ,4000
06/23/2020,Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",4,3.00,60.00 ,55.83 ,3349.8
06/23/2020,Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",5,5.00,34.00 ,98.53 ,3350.02
06/23/2020,Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",5,3.00,35.00 ,60.00 ,2100
06/23/2020,Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",2,2.00,110.00 ,76.36 ,8399.6
06/23/2020,Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",5,6.00,50.00 ,70.00 ,3500
06/23/2020,Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",4,2.00,31.00 ,80.65 ,2500.15
06/23/2020,Quận Tây Hồ,Phường Xuân La,"Nhà mặt phố, mặt tiền",5,6.00,45.00 ,233.33 ,10499.85
06/23/2020,Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",4,4.00,44.00 ,82.95 ,3649.8
06/23/2020,Quận Long Biên,Phường Gia Thụy,"Nhà ngõ, hẻm",5,3.00,35.00 ,100.00 ,3500
06/23/2020,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",4,2.00,40.00 ,65.00 ,2600
06/23/2020,Quận Hoàng Mai,Phường Hoàng Liệt,"Nhà ngõ, hẻm",5,4.00,35.00 ,73.71 ,2579.85
06/23/2020,Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",3,3.00,18.00 ,102.78 ,1850.04
06/23/2020,Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",3,2.00,32.00 ,65.63 ,2100.16
06/23/2020,Quận Ba Đình,Phường Kim Mã,"Nhà mặt phố, mặt tiền",5,4.00,56.00 ,428.57 ,23999.92
06/23/2020,Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",6,4.00,40.00 ,162.50 ,6500
06/23/2020,Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",4,4.00,38.00 ,62.11 ,2360.18
06/23/2020,Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",5,6.00,70.00 ,67.14 ,4699.8
06/23/2020,Quận Ba Đình,Phường Kim Mã,"Nhà mặt phố, mặt tiền",3,3.00,28.00 ,160.71 ,4499.88
06/23/2020,Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",5,4.00,39.00 ,87.18 ,3400.02
06/23/2020,Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",5,4.00,50.00 ,100.00 ,5000
06/23/2020,Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",5,4.00,35.00 ,102.86 ,3600.1
06/23/2020,Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",3,2.00,48.00 ,75.00 ,3600
06/23/2020,Quận Long Biên,Phường Ngọc Lâm,"Nhà ngõ, hẻm",5,3.00,38.00 ,100.00 ,3800
06/23/2020,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",8,4.00,50.00 ,264.00 ,13200
06/23/2020,Quận Tây Hồ,Phường Tứ Liên,"Nhà ngõ, hẻm",5,4.00,50.00 ,108.00 ,5400
06/23/2020,Quận Nam Từ Liêm,Phường Mễ Trì,"Nhà ngõ, hẻm",4,4.00,40.00 ,92.50 ,3700
06/23/2020,Quận Thanh Xuân,Phường Khương Mai,"Nhà mặt phố, mặt tiền",4,4.00,52.00 ,115.38 ,5999.76
06/23/2020,Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",2,4.00,50.00 ,53.00 ,2650
06/23/2020,Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",4,4.00,60.00 ,75.00 ,4500
06/23/2020,Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",4,4.00,46.00 ,85.87 ,3950.02
06/23/2020,Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",5,4.00,33.00 ,100.00 ,3300
06/23/2020,Quận Hoàn Kiếm,Phường Phúc Tân,"Nhà ngõ, hẻm",4,6.00,58.00 ,124.14 ,7200.12
06/23/2020,Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",4,4.00,45.00 ,57.78 ,2600.1
06/23/2020,Quận Đống Đa,Phường Nam Đồng,"Nhà mặt phố, mặt tiền",5,3.00,25.00 ,174.00 ,4350
06/23/2020,Quận Thanh Xuân,Phường Thượng Đình,"Nhà mặt phố, mặt tiền",5,4.00,38.00 ,89.47 ,3399.86
06/23/2020,Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",5,5.00,36.00 ,94.44 ,3399.84
06/23/2020,Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",5,4.00,42.00 ,66.67 ,2800.14
06/23/2020,Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",4,4.00,61.00 ,59.02 ,3600.22
06/23/2020,Quận Đống Đa,Phường Nam Đồng,"Nhà mặt phố, mặt tiền",5,4.00,20.00 ,217.50 ,4350
06/23/2020,Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà mặt phố, mặt tiền",6,4.00,43.00 ,160.47 ,6900.21
06/23/2020,Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",6,4.00,33.00 ,93.94 ,3100.02
06/23/2020,Quận Hà Đông,Phường La Khê,Nhà phố liền kề,5,5.00,85.00 ,100.00 ,8500
06/23/2020,Quận Long Biên,Phường Thượng Thanh,"Nhà ngõ, hẻm",3,4.00,68.00 ,41.18 ,2800.24
06/23/2020,Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",4,4.00,45.00 ,142.22 ,6399.9
06/09/2020,Huyện Thanh Trì,Xã Thanh Liệt,"Nhà ngõ, hẻm",4,3.00,33.00 ,80.30 ,2649.9
06/09/2020,Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",4,4.00,65.00 ,68.46 ,4449.9
06/09/2020,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",4,4.00,42.00 ,85.71 ,3599.82
06/09/2020,Quận Thanh Xuân,Phường Khương Mai,"Nhà mặt phố, mặt tiền",3,3.00,54.00 ,157.41 ,8500.14
06/09/2020,Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà mặt phố, mặt tiền",3,3.00,35.00 ,47.14 ,1649.9
06/09/2020,Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",4,4.00,40.00 ,75.00 ,3000
06/09/2020,Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",5,3.00,31.00 ,95.16 ,2949.96
06/09/2020,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà mặt phố, mặt tiền",6,5.00,108.00 ,10.65 ,1150.2
06/09/2020,Quận Ba Đình,Phường Ngọc Khánh,"Nhà ngõ, hẻm",4,4.00,46.00 ,133.70 ,6150.2
06/09/2020,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",4,3.00,20.00 ,102.50 ,2050
06/09/2020,Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",5,4.00,28.00 ,125.00 ,3500
06/09/2020,Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",5,3.00,30.00 ,75.00 ,2250
06/09/2020,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",5,1.00,48.00 ,89.58 ,4299.84
06/09/2020,Quận Hai Bà Trưng,Phường Cầu Dền,"Nhà ngõ, hẻm",4,2.00,35.00 ,85.71 ,2999.85
06/09/2020,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",4,3.00,25.00 ,78.00 ,1950
06/09/2020,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",5,3.00,36.00 ,80.56 ,2900.16
06/09/2020,Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",4,4.00,33.00 ,128.79 ,4250.07
06/09/2020,Quận Long Biên,Phường Việt Hưng,"Nhà mặt phố, mặt tiền",7,8.00,83.00 ,126.51 ,10500.33
06/09/2020,Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",5,4.00,61.00 ,116.39 ,7099.79
06/09/2020,Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",3,3.00,32.00 ,51.56 ,1649.92
06/09/2020,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",4,3.00,35.00 ,81.43 ,2850.05
06/09/2020,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",5,6.00,42.00 ,88.10 ,3700.2
06/09/2020,Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",5,4.00,60.00 ,88.33 ,5299.8
06/09/2020,Quận Hà Đông,Phường Dương Nội,Nhà phố liền kề,6,8.00,65.00 ,112.00 ,7280
06/09/2020,Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",4,3.00,35.00 ,77.14 ,2699.9
06/09/2020,Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",5,4.00,37.00 ,74.32 ,2749.84
06/09/2020,Quận Cầu Giấy,Phường Dịch Vọng,"Nhà mặt phố, mặt tiền",3,2.00,60.00 ,191.67 ,11500.2
06/09/2020,Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",4,3.00,35.00 ,82.86 ,2900.1
06/09/2020,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",5,3.00,30.00 ,98.33 ,2949.9
06/09/2020,Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",4,3.00,30.00 ,90.00 ,2700
06/09/2020,Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",5,4.00,35.00 ,85.71 ,2999.85
06/09/2020,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",2,2.00,19.00 ,47.37 ,900.03
06/09/2020,Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",5,3.00,80.00 ,143.75 ,11500
06/09/2020,Quận Hai Bà Trưng,Phường Đồng Nhân,"Nhà ngõ, hẻm",4,3.00,52.00 ,93.27 ,4850.04
06/09/2020,Quận Long Biên,Phường Ngọc Lâm,"Nhà ngõ, hẻm",4,4.00,40.00 ,82.50 ,3300
06/09/2020,Quận Đống Đa,Phường Quốc Tử Giám,"Nhà ngõ, hẻm",5,4.00,25.00 ,86.00 ,2150
06/09/2020,Quận Hai Bà Trưng,Phường Trương Định,"Nhà mặt phố, mặt tiền",5,4.00,45.00 ,98.89 ,4450.05
06/09/2020,Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",3,2.00,36.00 ,86.11 ,3099.96
06/09/2020,Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",5,3.00,40.00 ,90.00 ,3600
06/09/2020,Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",5,4.00,35.00 ,92.86 ,3250.1
06/09/2020,Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",5,3.00,33.00 ,87.88 ,2900.04
06/09/2020,Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",4,3.00,25.00 ,92.00 ,2300
06/09/2020,Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",4,4.00,50.00 ,80.00 ,4000
06/09/2020,Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",5,3.00,31.00 ,93.55 ,2900.05
06/09/2020,Quận Long Biên,Phường Đức Giang,"Nhà ngõ, hẻm",5,3.00,45.00 ,48.00 ,2160
06/09/2020,Quận Long Biên,Phường Cự Khối,"Nhà ngõ, hẻm",4,3.00,30.00 ,57.67 ,1730.1
05/20/2020,Quận Long Biên,Phường Ngọc Thụy,"Nhà mặt phố, mặt tiền",4,3.00,65.00 ,76.92 ,4999.8
05/20/2020,Quận Hoàng Mai,Phường Giáp Bát,"Nhà mặt phố, mặt tiền",4,4.00,40.00 ,87.50 ,3500
05/20/2020,Quận Long Biên,Phường Thạch Bàn,"Nhà ngõ, hẻm",5,3.00,32.00 ,65.63 ,2100.16
05/20/2020,Quận Đống Đa,Phường Kim Liên,"Nhà ngõ, hẻm",5,4.00,41.00 ,114.63 ,4699.83
05/20/2020,Quận Hai Bà Trưng,Phường Cầu Dền,"Nhà mặt phố, mặt tiền",8,2.00,172.00 ,325.58 ,55999.76
05/20/2020,Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",5,5.00,45.00 ,95.56 ,4300.2
05/20/2020,Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",5,4.00,48.00 ,93.75 ,4500
05/20/2020,Quận Hai Bà Trưng,Phường Phố Huế,"Nhà mặt phố, mặt tiền",4,6.00,96.00 ,125.00 ,12000
05/20/2020,Quận Ba Đình,Phường Ngọc Hà,Nhà biệt thự,4,5.00,88.00 ,104.55 ,9200.4
05/04/2020,Quận Tây Hồ,Phường Tứ Liên,"Nhà ngõ, hẻm",1,1.00,72.00 ,62.50 ,4500
04/27/2020,Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",3,2.00,22.00 ,63.64 ,1400.08
04/27/2020,Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",4,3.00,42.00 ,83.33 ,3499.86
03/31/2020,Quận Ba Đình,Phường Vĩnh Phúc,"Nhà mặt phố, mặt tiền",5,3.00,41.00 ,91.46 ,3749.86
03/30/2020,Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",7,4.00,35.00 ,145.71 ,5099.85
03/29/2020,Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,"Nhà mặt phố, mặt tiền",6,4.00,100.00 ,110.00 ,11000
03/28/2020,Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",5,6.00,43.00 ,120.93 ,5199.99
03/28/2020,Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",6,5.00,45.00 ,71.11 ,3199.95
03/27/2020,Quận Đống Đa,Phường Khương Thượng,"Nhà mặt phố, mặt tiền",5,7.00,40.00 ,125.00 ,5000
03/26/2020,Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",3,3.00,30.00 ,106.67 ,3200.1
03/26/2020,Quận Hai Bà Trưng,Phường Quỳnh Mai,"Nhà mặt phố, mặt tiền",5,4.00,52.00 ,105.77 ,5500.04
03/25/2020,Quận Thanh Xuân,Phường Khương Mai,"Nhà mặt phố, mặt tiền",3,3.00,58.00 ,279.31 ,16199.98
03/25/2020,Huyện Hoài Đức,Xã Vân Canh,Nhà biệt thự,4,4.00,114.00 ,64.04 ,7300.56
03/25/2020,Quận Tây Hồ,Phường Xuân La,"Nhà mặt phố, mặt tiền",4,5.00,60.00 ,150.00 ,9000
03/24/2020,Quận Tây Hồ,Phường Xuân La,Nhà phố liền kề,5,4.00,40.00 ,62.50 ,2500
03/23/2020,Quận Nam Từ Liêm,Phường Mễ Trì,"Nhà mặt phố, mặt tiền",5,3.00,37.00 ,100.00 ,3700
03/23/2020,Quận Hoàng Mai,Phường Định Công,"Nhà mặt phố, mặt tiền",5,4.00,60.00 ,135.00 ,8100
03/22/2020,Quận Tây Hồ,Phường Bưởi,"Nhà mặt phố, mặt tiền",5,3.00,50.00 ,136.00 ,6800
03/20/2020,Quận Nam Từ Liêm,Phường Cầu Diễn,"Nhà ngõ, hẻm",7,5.00,42.00 ,126.19 ,5299.98
03/20/2020,Quận Đống Đa,Phường Nam Đồng,"Nhà mặt phố, mặt tiền",5,6.00,100.00 ,250.00 ,25000
03/19/2020,Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",5,4.00,43.00 ,97.67 ,4199.81
03/18/2020,Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",5,6.00,37.00 ,97.30 ,3600.1
03/18/2020,Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",5,3.00,38.00 ,94.74 ,3600.12
03/18/2020,Quận Tây Hồ,Phường Yên Phụ,"Nhà mặt phố, mặt tiền",5,6.00,50.00 ,160.00 ,8000
03/17/2020,Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",4,4.00,62.00 ,85.48 ,5299.76
03/17/2020,Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",8,8.00,55.00 ,112.73 ,6200.15
03/17/2020,Quận Long Biên,Phường Gia Thụy,"Nhà mặt phố, mặt tiền",5,4.00,33.00 ,103.03 ,3399.99
03/16/2020,Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",1,2.00,69.00 ,130.43 ,8999.67
03/14/2020,Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",4,10.00,95.00 ,150.53 ,14300.35
03/14/2020,Quận Cầu Giấy,Phường Quan Hoa,"Nhà mặt phố, mặt tiền",6,6.00,90.00 ,143.33 ,12899.7
03/12/2020,Quận Hai Bà Trưng,Phường Đống Mác,Nhà phố liền kề,6,4.00,36.00 ,169.44 ,6099.84
03/11/2020,Quận Thanh Xuân,Phường Khương Mai,Nhà phố liền kề,6,8.00,70.00 ,192.86 ,13500.2
03/11/2020,Quận Thanh Xuân,Phường Khương Trung,"Nhà mặt phố, mặt tiền",5,5.00,60.00 ,130.00 ,7800
03/10/2020,Quận Nam Từ Liêm,Phường Mễ Trì,Nhà biệt thự,4,4.00,195.00 ,123.08 ,24000.6
03/09/2020,Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",4,4.00,52.00 ,86.54 ,4500.08
03/05/2020,Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",4,4.00,62.00 ,90.32 ,5599.84
02/29/2020,Quận Thanh Xuân,Phường Khương Trung,"Nhà mặt phố, mặt tiền",5,4.00,64.00 ,257.81 ,16499.84
02/28/2020,Quận Đống Đa,Phường Quốc Tử Giám,"Nhà mặt phố, mặt tiền",4,5.00,155.00 ,193.55 ,30000.25
02/28/2020,Quận Đống Đa,Phường Láng Hạ,Nhà phố liền kề,4,3.00,60.00 ,183.33 ,10999.8
02/24/2020,Quận Thanh Xuân,Phường Phương Liệt,"Nhà mặt phố, mặt tiền",5,5.00,96.00 ,112.50 ,10800
02/24/2020,Quận Đống Đa,Phường Quang Trung,"Nhà mặt phố, mặt tiền",2,3.00,68.00 ,257.35 ,17499.8
02/20/2020,Quận Long Biên,Phường Thượng Thanh,"Nhà ngõ, hẻm",5,3.00,33.00 ,57.58 ,1900.14
02/19/2020,Quận Tây Hồ,Phường Quảng An,Nhà biệt thự,5,5.00,99.00 ,176.77 ,17500.23
02/17/2020,Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",5,5.00,70.00 ,235.71 ,16499.7
02/16/2020,Quận Đống Đa,Phường Quốc Tử Giám,"Nhà mặt phố, mặt tiền",5,6.00,100.00 ,360.00 ,36000
02/13/2020,Quận Hai Bà Trưng,Phường Minh Khai,"Nhà mặt phố, mặt tiền",4,2.00,11.00 ,61.82 ,680.02
02/12/2020,Quận Hai Bà Trưng,Phường Lê Đại Hành,"Nhà mặt phố, mặt tiền",5,4.00,41.00 ,304.88 ,12500.08
02/11/2020,Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",5,6.00,45.00 ,96.67 ,4350.15
02/10/2020,Quận Đống Đa,Phường Nam Đồng,Nhà phố liền kề,5,6.00,50.00 ,290.00 ,14500
02/10/2020,Quận Thanh Xuân,Phường Khương Đình,Nhà phố liền kề,4,4.00,42.00 ,71.43 ,3000.06
02/09/2020,Quận Ba Đình,Phường Phúc Xá,"Nhà ngõ, hẻm",3,3.00,32.00 ,375.00 ,12000
