Date,District,Ward,Types of houses,Floors,Rooms,Area,Price (million)/m2,Total Price (million)
07/25/2020,0.42090372205833043,1102,3,0.5488367485298231,-0.6516843351139304,-0.05244158951619395,-0.09369575751275694,-0.07242344928316832
08/03/2020,-1.8785976381099156,303,3,0.5488367485298231,0.8980054974933029,-0.042785982149018,-0.7964203352591875,-0.09467721171112585
07/26/2020,-0.7288469580257927,704,3,-0.40240091323878513,0.12316058118968629,-0.042785982149018,0.7367969252784792,-0.012509473515590364
07/14/2020,1.5706544021424536,1502,3,-0.40240091323878513,0.12316058118968629,-0.015964850573529234,-0.6441207540457793,-0.06215590566448453
07/26/2020,-0.7288469580257927,704,3,0.5488367485298231,-0.6516843351139304,-0.04815020846411575,-0.3857736456451824,-0.07927247262734202
07/14/2020,0.42090372205833043,1102,2,-0.40240091323878513,0.12316058118968629,-0.028838993729763843,-0.28649782802536855,-0.048453921772015275
03/23/2020,0.42090372205833043,1102,2,0.5488367485298231,0.12316058118968629,-0.021329076888626987,0.35349261014406247,0.013167944670514473
03/23/2020,0.995779062100392,1303,2,0.5488367485298231,-0.6516843351139304,-0.04600451793807665,-0.09369575751275694,-0.06215248200872638
07/02/2020,-1.0162846280468234,602,3,0.5488367485298231,0.8980054974933029,-0.0449316726750571,1.1671199030693844,0.0037501524110028508
03/19/2020,0.7083413920793612,1201,3,0.5488367485298231,0.12316058118968629,-0.039567446359959346,-0.12346572598819662,-0.05359659508632834
07/30/2020,-0.1539716179837311,903,2,0.5488367485298231,0.12316058118968629,-0.030984684255802943,-0.6198448140872662,-0.07413835845242431
06/23/2020,-1.0162846280468234,602,3,-0.40240091323878513,0.12316058118968629,-0.03634891057090069,-0.2742320899410671,-0.057872569945466426
07/14/2020,1.5706544021424536,1502,3,-0.40240091323878513,0.12316058118968629,-0.029911838992783393,-0.6220168718730279,-0.07328278687846329
03/10/2020,0.995779062100392,1303,1,-0.40240091323878513,0.12316058118968629,0.12350503361901234,0.20119302893065424,0.2853588484105002
03/27/2020,-0.7288469580257927,704,2,0.5488367485298231,2.447695330100536,-0.042785982149018,0.22572450509925696,-0.039898719580768856
06/23/2020,1.5706544021424536,1502,3,-0.40240091323878513,-1.4265292514175472,-0.042785982149018,-0.5408841251695764,-0.0809825886785366
06/23/2020,1.5706544021424536,1502,2,0.5488367485298231,0.12316058118968629,-0.04385882741203755,-0.25749446818019756,-0.06728762328037154
06/23/2020,1.5706544021424536,1502,2,0.5488367485298231,0.8980054974933029,-0.0470773632010962,-0.16473482391766886,-0.06729070457055386
06/09/2020,1.5706544021424536,1502,3,-0.40240091323878513,0.12316058118968629,-0.0406402916229789,-0.27627637962178414,-0.06386739117798237
08/01/2020,-0.44140928800476187,804,4,0.5488367485298231,0.12316058118968629,-0.02669330320372474,-0.1053226550718342,-0.03219635003887695
08/04/2020,-0.7288469580257927,705,3,-1.3536385750073934,-0.6516843351139304,-0.055660125305252606,-0.09369575751275694,-0.07755893292038929
08/01/2020,-0.44140928800476187,804,3,-0.40240091323878513,-0.6516843351139304,-0.053514434779213506,-0.2640106415374827,-0.08098087685065751
06/09/2020,1.5706544021424536,1502,3,-0.40240091323878513,-0.6516843351139304,-0.04815020846411575,-0.3857736456451824,-0.07927247262734202
02/11/2020,0.42090372205833043,1102,3,0.5488367485298231,1.6728504137969196,-0.037421755833920246,-0.13624253649267717,-0.05102303305292902
08/03/2020,0.995779062100392,1304,3,-0.40240091323878513,-0.6516843351139304,-0.053514434779213506,-0.3066851886224478,-0.08269612838548933
07/30/2020,-0.44140928800476187,804,3,-3.25611389854461,-2.2013741677211636,-0.04815020846411575,-0.4040444846665897,-0.08012924248081837
08/03/2020,-0.7288469580257927,705,3,0.5488367485298231,0.12316058118968629,-0.04815020846411575,0.01580150851064133,-0.060441510043592266
08/01/2020,0.42090372205833043,1103,3,0.5488367485298231,0.8980054974933029,-0.03205752951882249,-0.4003392096202903,-0.06044065412965273
08/04/2020,-1.0162846280468234,603,3,0.5488367485298231,0.12316058118968629,-0.049223053727135306,0.16937877077449773,-0.05530414339570431
08/03/2020,-1.0162846280468234,603,3,0.5488367485298231,-0.6516843351139304,-0.04815020846411575,-0.2031930235361552,-0.07071076549015512
03/14/2020,1.5706544021424536,1502,2,-0.40240091323878513,4.772230079011386,0.016220507317057282,0.5519164772786456,0.11930726457065789
07/29/2020,-0.1539716179837311,903,3,-1.3536385750073934,-0.6516843351139304,-0.030984684255802943,-0.6949724598536119,-0.07927178789619038
08/03/2020,0.995779062100392,1304,2,0.5488367485298231,0.12316058118968629,-0.04815020846411575,-0.27627637962178414,-0.07413784490406057
02/10/2020,1.5706544021424536,1502,4,-0.40240091323878513,0.12316058118968629,-0.0406402916229789,-0.45872923362576634,-0.07413425006551454
08/02/2020,0.13346605203729967,1001,2,0.5488367485298231,0.12316058118968629,-0.02562045794070519,1.6973575390053275,0.10475210566325832
08/02/2020,1.5706544021424536,1503,3,-0.40240091323878513,1.6728504137969196,-0.03205752951882249,8.032355723336876,0.5044625459646537
08/01/2020,-0.7288469580257927,705,3,-0.40240091323878513,0.12316058118968629,-0.029911838992783393,-0.38858454395616815,-0.05701973729611193
07/28/2020,0.42090372205833043,1103,2,0.5488367485298231,0.12316058118968629,-0.0406402916229789,-0.504342447126762,-0.07670096478739757
07/30/2020,-0.44140928800476187,804,3,-0.40240091323878513,-0.6516843351139304,-0.042785982149018,-0.2693769019493646,-0.06643205170641052
06/09/2020,0.7083413920793612,1202,3,-0.40240091323878513,-0.6516843351139304,-0.053514434779213506,-0.6345381461674189,-0.09587377939859833
07/29/2020,-0.44140928800476187,804,3,-1.3536385750073934,-1.4265292514175472,-0.041713136885998446,-0.6857731562903859,-0.08782887309810379
08/04/2020,0.7083413920793612,1203,2,-1.3536385750073934,0.12316058118968629,0.1245778788820319,-0.3414381131946349,0.14497115931651805
08/02/2020,0.995779062100392,1304,3,-0.40240091323878513,0.12316058118968629,-0.042785982149018,-0.41631022275089097,-0.07430645995014934
07/14/2020,-1.3037222980678542,502,3,0.5488367485298231,1.6728504137969196,-0.030984684255802943,0.05655953401993446,-0.02792003281416304
08/03/2020,-1.0162846280468234,603,2,2.4513120720670396,3.222540246404153,-0.02669330320372474,1.6485501228782118,0.09704408708936545
05/20/2020,-0.7288469580257927,705,3,0.5488367485298231,0.12316058118968629,-0.041713136885998446,0.09322898016779353,-0.04503711332538425
07/29/2020,-0.44140928800476187,804,3,0.5488367485298231,0.12316058118968629,-0.049223053727135306,-0.4506798430079436,-0.08354964576599545
08/01/2020,0.13346605203729967,1001,2,-0.40240091323878513,0.12316058118968629,-0.039567446359959346,3.6799352249855755,0.16552148182200938
07/29/2020,-0.1539716179837311,903,3,-0.40240091323878513,0.12316058118968629,-0.04815020846411575,0.01580150851064133,-0.060441510043592266
08/01/2020,1.5706544021424536,1503,2,-0.40240091323878513,0.12316058118968629,-0.039567446359959346,-0.12346572598819662,-0.05359659508632834
08/01/2020,1.5706544021424536,1503,3,0.5488367485298231,0.12316058118968629,-0.015964850573529234,-0.4474856403818235,-0.04503163547617122
08/02/2020,0.7083413920793612,1203,2,-1.3536385750073934,0.12316058118968629,0.021584733632155035,0.5195911467023098,0.1278604125684494
07/29/2020,-0.44140928800476187,804,3,0.5488367485298231,0.12316058118968629,-0.049223053727135306,-0.5258074887742893,-0.08697193206183951
06/09/2020,-1.591159968088885,401,3,-0.40240091323878513,0.12316058118968629,-0.05029589899015485,0.27414861691123815,-0.05273623039430593
07/29/2020,-1.591159968088885,402,3,0.5488367485298231,-0.6516843351139304,-0.06531573267242856,0.2425898949651712,-0.08440487497438065
07/29/2020,-0.1539716179837311,903,3,-0.40240091323878513,0.12316058118968629,-0.03205752951882249,-0.2214638625575625,-0.048457858976137136
08/04/2020,-0.7288469580257927,706,2,0.5488367485298231,0.12316058118968629,-0.0406402916229789,3.2525509136107003,0.13470430042898587
07/29/2020,-1.591159968088885,402,3,0.5488367485298231,0.12316058118968629,-0.055660125305252606,-0.09369575751275694,-0.07755893292038929
07/27/2020,-0.1539716179837311,903,3,0.5488367485298231,0.12316058118968629,-0.042785982149018,-0.5728261514307778,-0.08269441655761026
08/02/2020,-1.0162846280468234,603,3,0.5488367485298231,1.6728504137969196,-0.005236397943333729,0.16184045257685417,0.028574395582177375
07/28/2020,1.5706544021424536,1503,3,0.5488367485298231,0.8980054974933029,-0.03313037478184205,0.08888486459627028,-0.029624157467780868
07/29/2020,1.2832167321214227,1401,3,-0.40240091323878513,0.12316058118968629,-0.05029589899015485,-0.20983696499848523,-0.07413476361387825
08/02/2020,-2.4534729781519773,101,3,-1.3536385750073934,-1.4265292514175472,-0.053514434779213506,-0.7290865439005749,-0.09967403729014183
07/25/2020,1.5706544021424536,1503,2,-0.40240091323878513,0.12316058118968629,-0.021329076888626987,0.2896085576216597,0.008032461033293506
08/02/2020,0.995779062100392,1304,2,0.5488367485298231,-0.6516843351139304,-0.051368744253174406,0.046082549406260304,-0.0647188543650336
07/02/2020,1.5706544021424536,1503,4,0.5488367485298231,0.12316058118968629,-0.037421755833920246,0.2185694912167478,-0.029631175962085067
08/01/2020,0.995779062100392,1304,2,0.5488367485298231,0.12316058118968629,-0.02776614846674429,-0.25928322165082485,-0.04503146429338331
06/23/2020,1.5706544021424536,1503,3,0.5488367485298231,1.6728504137969196,-0.010600624258431482,-0.513541750689988,-0.04503762687374797
08/01/2020,0.7083413920793612,1203,2,0.5488367485298231,0.8980054974933029,-0.029911838992783393,0.09054584996185269,-0.02363909365417564
08/01/2020,-1.0162846280468234,603,3,0.5488367485298231,0.12316058118968629,-0.020256231625607437,-0.4916934047273263,-0.05359591035517671
07/28/2020,1.2832167321214227,1401,3,0.5488367485298231,0.12316058118968629,-0.037421755833920246,0.04825460719202202,-0.0398995754947084
07/02/2020,-1.3037222980678542,502,3,0.5488367485298231,-0.6516843351139304,-0.053514434779213506,11.192444265410053,0.3794973989643978
07/25/2020,1.2832167321214227,1401,2,-1.3536385750073934,-0.6516843351139304,-0.0020178621542750776,1.0693773027101081,0.12957806066231192
07/31/2020,0.995779062100392,1304,1,-0.40240091323878513,3.222540246404153,0.06235285362689796,0.8876910573363945,0.2921921229381864
07/02/2020,0.42090372205833043,1103,3,0.5488367485298231,-0.6516843351139304,-0.029911838992783393,-0.5113696929042263,-0.0655740835734188
07/02/2020,0.42090372205833043,1103,3,1.5000744102984314,-1.4265292514175472,-0.064242887409409,-0.4770000726471736,-0.10152452322742046
06/23/2020,0.42090372205833043,1103,3,0.5488367485298231,0.12316058118968629,-0.0406402916229789,-0.5195468516270938,-0.07755653636135859
07/26/2020,-0.1539716179837311,903,3,-1.3536385750073934,-1.4265292514175472,-0.06853426846148722,-0.2134144719397398,-0.10066723982558039
07/29/2020,-0.44140928800476187,804,3,0.5488367485298231,0.12316058118968629,-0.05029589899015485,-0.5776813394224805,-0.09039832674459333
03/29/2020,-1.3037222980678542,502,2,1.5000744102984314,0.12316058118968629,0.021584733632155035,0.03407234753204861,0.0628109531636505
06/23/2020,1.5706544021424536,1503,2,-0.40240091323878513,0.12316058118968629,-0.029911838992783393,0.10281158804615394,-0.022784549176942073
